kir_stycz_natam_pooled_n
""
""
""
""
""
""
410.0
42.0
""
""
""
""
""
123.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
64.0
""
""
66.0
""
""
""
""
""
""
""
""
""
28.0
41.0
""
""
100.0
20.0
""
""
""
50.0
""
""
""
""
""
""
467.0
108.0
""
""
""
26.0
58.0
131.0
""
73.0
""
98.0
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
26.0
""
66.0
""
""
""
""
""
""
""
120.0
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
33.0
54.0
""
""
""
35.0
""
29.0
""
""
""
""
105.0
""
""
""
""
29.0
72.0
43.0
133.0
191.0
""
100.0
20.0
30.0
""
""
30.0
92.0
28.0
34.0
853.0
230.0
""
""
55.0
""
106.0
84.0
""
""
623.0
""
125.0
""
540.0
323.0
50.0
215.0
""
20.0
296.0
""
455.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
69.0
385.0
""
40.0
23.0
20.0
""
""
""
69.0
23.0
""
70.0
""
35.0
""
24.0
37.0
""
""
""
""
""
39.0
20.0
""
44.0
""
28.0
""
""
""
""
42.0
""
""
164.0
408.0
33.0
41.0
""
192.0
""
""
""
25.0
""
""
45.0
""
26.0
""
""
39.0
144.0
148.0
24.0
""
""
""
25.0
""
""
""
63.0
""
""
55.0
47.0
""
""
22.0
""
""
""
180.0
""
""
""
38.0
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
