somecoll_pooled_pooled_n
128.0
220.0
675.0
7794.0
64.0
78.0
2191.0
279.0
170.0
138.0
79.0
219.0
321.0
154.0
82.0
327.0
881.0
849.0
153.0
771.0
27.0
359.0
5482.0
24477.0
408.0
""
587.0
782.0
1280.0
627.0
181.0
118.0
383.0
222.0
227.0
993.0
526.0
420.0
2079.0
4126.0
6932.0
1280.0
881.0
913.0
813.0
2298.0
1500.0
20428.0
2474.0
1337.0
665.0
377.0
3480.0
960.0
5312.0
1658.0
3781.0
828.0
1455.0
3936.0
1990.0
4017.0
1003.0
12590.0
825.0
400.0
1488.0
9053.0
908.0
73.0
523.0
23.0
1346.0
53.0
1121.0
3470.0
1025.0
385.0
3065.0
808.0
119.0
71.0
""
784.0
741.0
265.0
146.0
490.0
292.0
293.0
417.0
1858.0
401.0
210.0
10888.0
441.0
17122.0
350.0
626.0
""
3402.0
486.0
169.0
146.0
208.0
138.0
2041.0
8030.0
5318.0
1693.0
3493.0
39425.0
4726.0
1499.0
871.0
1331.0
265.0
68.0
361.0
536.0
461.0
670.0
284.0
379.0
2371.0
97.0
171.0
1912.0
294.0
53.0
275.0
652.0
632.0
3018.0
1029.0
3917.0
19166.0
31679.0
2034.0
4130.0
3090.0
2426.0
2407.0
727.0
145.0
1513.0
752.0
1075.0
14142.0
1093.0
2012.0
2048.0
1152.0
34.0
4111.0
55.0
""
128.0
173.0
86.0
160.0
444.0
171.0
213.0
453.0
118.0
26.0
1243.0
348.0
259.0
1340.0
160.0
517.0
241.0
520.0
591.0
222.0
""
76.0
2094.0
21.0
131.0
979.0
835.0
686.0
88.0
213.0
1393.0
1483.0
718.0
224.0
1185.0
20.0
9424.0
414.0
1114.0
400.0
1722.0
111.0
78.0
479.0
7523.0
132.0
29341.0
424.0
9304.0
2235.0
114.0
2192.0
2716.0
355.0
1617.0
1165.0
1527.0
693.0
5441.0
883.0
79.0
1845.0
795.0
115.0
461.0
31.0
6509.0
20777.0
3014.0
4460.0
141.0
104.0
414.0
584.0
276.0
1363.0
1717.0
82.0
100.0
2417.0
1196.0
2633.0
459.0
1703.0
7748.0
7094.0
13694.0
3964.0
24240.0
20827.0
743.0
245.0
151.0
4600.0
5229.0
36644.0
14126.0
29.0
249.0
23755.0
2924.0
5573.0
130299.0
1097.0
720.0
913.0
1017.0
6495.0
937.0
2522.0
18237.0
733.0
9984.0
778.0
2702.0
3942.0
629.0
91.0
1573.0
25.0
100.0
135.0
1666.0
1004.0
35834.0
