kir_stycz_other_female_n
""
20.0
""
111.0
""
65.0
""
37.0
""
""
21.0
31.0
""
""
""
""
""
""
40.0
141.0
""
""
55.0
21.0
""
""
""
""
""
""
21.0
""
""
""
67.0
""
41.0
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
