hs_black_female_n
925.0
67.0
63.0
""
345.0
""
208.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
134.0
""
34.0
""
""
""
""
199.0
""
""
145.0
20.0
""
""
""
""
2897.0
""
""
39.0
69.0
36.0
""
1533.0
""
""
""
81.0
""
1489.0
""
""
""
""
""
""
""
""
""
38.0
""
57.0
""
27.0
""
198.0
643.0
""
380.0
20.0
""
""
""
25.0
""
894.0
""
""
36.0
""
""
""
""
""
""
46.0
""
""
92.0
""
20.0
20.0
""
""
262.0
587.0
163.0
""
""
""
""
23.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
23.0
29.0
""
""
""
70.0
""
242.0
""
""
30.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
29.0
""
""
34.0
""
""
""
""
""
103.0
""
""
""
988.0
44.0
76.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
682.0
29.0
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
329.0
""
""
""
""
""
""
""
55.0
""
""
""
1103.0
""
103.0
""
123.0
""
""
205.0
""
47.0
""
""
""
204.0
""
""
""
""
""
26.0
309.0
646.0
""
111.0
39.0
""
35.0
""
""
""
""
""
""
30.0
134.0
29.0
""
99.0
39.0
37.0
""
46.0
""
75.0
448.0
""
93.0
""
""
3816.0
""
""
""
""
""
""
""
""
""
""
""
49.0
""
74.0
""
117.0
""
""
32.0
249.0
""
62.0
302.0
63.0
249.0
67.0
91.0
181.0
339.0
99.0
925.0
84.0
139.0
131.0
148.0
127.0
240.0
138.0
269.0
99.0
128.0
522.0
237.0
602.0
168.0
102.0
240.0
71.0
132.0
130.0
134.0
137.0
302.0
33.0
242.0
137.0
105.0
40.0
534.0
72.0
1245.0
73.0
442.0
425.0
111.0
209.0
285.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
27.0
""
""
27.0
29.0
""
""
27.0
""
""
""
""
""
""
20.0
23.0
""
1136.0
""
""
22.0
52.0
133.0
""
26.0
93.0
29.0
""
""
""
22.0
504.0
""
96.0
""
""
96.0
""
24.0
""
""
""
""
""
""
260.0
""
70.0
""
""
26.0
""
23.0
20.0
""
300.0
""
""
91.0
""
""
278.0
""
""
34.0
""
""
""
""
""
""
""
49.0
162.0
""
""
""
3406.0
""
""
28.0
89.0
111.0
""
""
""
""
""
26.0
""
23.0
""
88.0
60.0
72.0
""
101.0
""
""
""
""
""
""
""
44.0
""
""
501.0
826.0
""
""
""
194.0
166.0
128.0
""
""
""
""
25.0
""
20.0
""
""
""
22.0
""
64.0
""
""
69.0
""
""
""
""
""
291.0
""
27.0
""
""
""
""
174.0
""
""
""
""
""
""
3684.0
""
""
""
239.0
""
""
""
""
""
""
60.0
""
94.0
268.0
""
29.0
""
""
""
""
""
814.0
""
29.0
""
""
326.0
""
""
""
""
""
""
74.0
189.0
32.0
42.0
24.0
""
""
""
""
30.0
4802.0
151.0
""
""
24.0
""
54.0
""
28.0
""
""
32.0
48.0
""
""
68.0
""
""
""
""
57.0
""
700.0
""
""
29.0
""
""
77.0
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
58.0
39.0
""
""
""
""
202.0
""
""
308.0
""
""
33.0
""
""
41.0
""
""
""
83.0
""
""
""
""
94.0
""
31.0
""
88.0
80.0
28.0
""
106.0
""
""
63.0
""
35.0
""
""
""
36.0
97.0
""
""
20.0
""
""
24.0
""
""
""
39.0
""
""
86.0
""
27.0
20.0
""
""
""
""
""
31.0
""
276.0
""
""
""
""
""
""
""
1678.0
91.0
""
""
""
30.0
48.0
605.0
""
""
36.0
""
""
""
""
57.0
52.0
35.0
""
43.0
""
50.0
""
115.0
""
""
130.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
61.0
""
26.0
40.0
21.0
163.0
""
""
50.0
""
""
81.0
""
41.0
66.0
67.0
""
42.0
21.0
511.0
""
""
46.0
23.0
""
65.0
""
892.0
39.0
""
20.0
29.0
""
""
20.0
41.0
""
""
59.0
99.0
78.0
657.0
95.0
""
82.0
80.0
""
26.0
26.0
""
""
102.0
49.0
25.0
""
""
87.0
""
""
""
""
29.0
""
48.0
31.0
""
""
136.0
22.0
48.0
122.0
566.0
""
""
""
33.0
""
""
""
""
""
""
60.0
133.0
133.0
41.0
43.0
""
""
""
28.0
""
""
125.0
288.0
""
""
76.0
648.0
""
""
189.0
41.0
25.0
""
43.0
52.0
""
618.0
""
82.0
""
157.0
63.0
""
65.0
675.0
1003.0
""
270.0
""
572.0
""
972.0
161.0
""
29.0
324.0
859.0
22.0
27.0
30.0
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
636.0
48.0
""
""
""
""
""
""
""
""
464.0
""
""
""
99.0
58.0
""
49.0
""
""
""
""
""
""
33.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
117.0
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
135.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
1957.0
""
""
""
""
""
""
""
""
""
""
168.0
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
