staytract_asian_pooled_n
113.0
""
181.0
132.0
35.0
""
89.0
2632.0
""
30.0
37.0
""
""
406.0
60.0
74.0
1180.0
""
167.0
23.0
""
119.0
""
66.0
82.0
321.0
31.0
13567.0
1147.0
38.0
23.0
69.0
""
58.0
""
48.0
""
3174.0
""
150.0
""
3545.0
634.0
24.0
942.0
""
77.0
361.0
62.0
167.0
""
61.0
""
""
""
62.0
""
""
""
""
""
""
""
""
23.0
""
30.0
""
33.0
204.0
""
""
""
""
25.0
""
""
41.0
""
""
111.0
""
""
""
34.0
""
""
""
""
38.0
61.0
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
26.0
""
526.0
""
""
101.0
80.0
""
27.0
""
918.0
47.0
""
31.0
79.0
265.0
""
101.0
""
30.0
""
26.0
""
""
""
49.0
22.0
163.0
""
345.0
""
""
""
200.0
560.0
25.0
""
""
2112.0
39.0
21.0
21.0
474.0
108.0
""
""
24.0
138.0
""
203.0
""
147.0
""
70.0
23.0
""
34.0
448.0
""
""
""
""
58.0
""
91.0
555.0
25.0
""
352.0
153.0
21.0
""
""
""
""
""
""
""
""
""
81.0
""
49.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
