pos_hours_other_male_n
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
35.0
""
""
""
""
""
""
""
""
22.0
22.0
""
95.0
82.0
""
""
""
""
""
""
""
28.0
""
""
29.0
""
31.0
""
""
""
66.0
""
27.0
38.0
59.0
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
126.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
170.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
42.0
24.0
""
""
38.0
""
30.0
""
""
36.0
35.0
21.0
23.0
""
""
""
""
36.0
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
74.0
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
144.0
""
""
""
28.0
""
60.0
53.0
""
""
21.0
""
23.0
""
""
""
""
233.0
""
21.0
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
54.0
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
26.0
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
25.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
118.0
""
20.0
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
117.0
24.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
25.0
""
89.0
""
""
""
""
""
""
""
57.0
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
20.0
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
98.0
""
""
""
23.0
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
124.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
95.0
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
36.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
130.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
20.0
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
234.0
43.0
""
""
""
""
""
""
""
""
155.0
""
""
""
75.0
43.0
""
34.0
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
