kir_stycz_natam_female_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
71.0
""
50.0
""
""
67.0
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
189.0
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
32.0
22.0
""
""
28.0
""
""
""
""
""
""
20.0
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
154.0
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
28.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
67.0
""
""
71.0
""
""
""
""
""
""
24.0
""
""
""
28.0
""
""
41.0
""
""
""
""
""
""
""
29.0
36.0
""
""
262.0
""
""
21.0
""
""
""
""
""
""
""
33.0
23.0
""
""
""
""
""
""
29.0
""
""
""
""
27.0
""
""
45.0
73.0
""
""
""
""
29.0
""
""
""
""
""
""
54.0
94.0
""
""
""
""
""
""
""
79.0
28.0
""
21.0
""
""
""
""
""
29.0
""
22.0
31.0
35.0
39.0
""
""
21.0
""
""
""
32.0
""
""
""
""
""
""
""
""
24.0
172.0
""
""
""
""
""
""
32.0
72.0
""
""
30.0
""
""
""
""
48.0
""
""
""
72.0
""
21.0
""
73.0
""
""
""
20.0
""
""
""
56.0
60.0
""
47.0
""
""
""
""
""
""
""
""
40.0
""
85.0
""
""
""
""
""
""
20.0
""
""
""
32.0
""
""
26.0
""
""
21.0
32.0
204.0
""
""
65.0
50.0
132.0
""
""
""
""
71.0
""
53.0
""
""
21.0
""
""
""
""
42.0
""
""
""
""
""
""
""
363.0
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
40.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
128.0
""
""
""
""
""
""
137.0
42.0
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
158.0
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
91.0
59.0
22.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
75.0
34.0
""
""
""
89.0
""
""
""
""
""
""
""
20.0
20.0
""
86.0
""
""
67.0
""
""
97.0
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
51.0
24.0
""
""
""
""
""
""
""
""
""
""
""
141.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
37.0
216.0
""
59.0
""
""
""
""
""
37.0
""
""
""
""
161.0
""
44.0
""
""
""
""
""
22.0
""
""
""
""
""
""
27.0
23.0
""
23.0
35.0
""
20.0
""
""
22.0
""
""
""
21.0
""
""
""
""
""
629.0
""
""
244.0
""
""
""
31.0
""
""
""
""
""
""
""
""
""
573.0
""
98.0
""
97.0
""
345.0
1269.0
""
57.0
""
31.0
""
""
""
50.0
""
""
73.0
""
64.0
""
""
""
""
""
""
""
""
""
160.0
""
49.0
""
21.0
""
""
""
""
101.0
""
""
""
38.0
""
35.0
56.0
78.0
""
89.0
""
""
""
""
""
""
110.0
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
184.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
57.0
45.0
33.0
""
""
""
131.0
""
""
62.0
""
""
""
""
""
""
""
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
37.0
1478.0
""
""
""
34.0
136.0
""
""
""
66.0
""
""
""
""
43.0
20.0
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
81.0
47.0
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
134.0
""
""
24.0
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
91.0
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
24.0
37.0
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
32.0
""
""
""
""
""
""
""
""
""
""
""
277.0
""
43.0
""
22.0
32.0
124.0
141.0
212.0
153.0
470.0
65.0
""
411.0
32.0
195.0
""
110.0
271.0
51.0
208.0
""
""
43.0
41.0
75.0
""
""
""
""
46.0
60.0
""
""
33.0
161.0
""
""
63.0
166.0
63.0
45.0
""
59.0
114.0
103.0
""
25.0
277.0
60.0
417.0
""
59.0
64.0
991.0
169.0
244.0
176.0
69.0
75.0
124.0
176.0
352.0
42.0
""
418.0
175.0
212.0
69.0
""
""
1391.0
268.0
142.0
""
""
""
""
""
79.0
""
27.0
42.0
""
""
34.0
41.0
""
""
""
""
40.0
27.0
20.0
41.0
""
92.0
30.0
25.0
""
93.0
""
183.0
47.0
""
""
65.0
""
""
""
81.0
""
26.0
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
20.0
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
64.0
43.0
""
""
""
""
""
""
""
22.0
""
22.0
""
""
""
""
""
""
""
34.0
""
""
""
""
30.0
""
""
22.0
""
""
""
""
""
25.0
""
""
50.0
""
""
""
""
21.0
""
""
""
""
""
56.0
""
""
""
""
""
33.0
""
21.0
""
""
36.0
""
23.0
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
99.0
24.0
90.0
222.0
""
""
77.0
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
93.0
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
309.0
""
""
""
80.0
""
""
""
""
""
""
24.0
""
21.0
57.0
""
""
""
""
""
""
""
31.0
""
""
""
""
32.0
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
264.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
23.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
44.0
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
22.0
22.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
211.0
20.0
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
23.0
""
""
""
""
""
""
231.0
46.0
""
""
""
""
22.0
60.0
""
33.0
""
49.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
32.0
""
64.0
96.0
""
45.0
""
""
""
""
""
44.0
""
""
427.0
116.0
""
""
29.0
""
56.0
35.0
""
""
271.0
""
62.0
""
275.0
149.0
22.0
96.0
""
""
138.0
""
230.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
30.0
200.0
""
""
""
""
""
""
""
29.0
""
""
31.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
84.0
203.0
""
25.0
""
93.0
""
""
""
""
""
""
22.0
""
""
""
""
23.0
80.0
75.0
""
""
""
""
""
""
""
""
29.0
""
""
26.0
22.0
""
""
""
""
""
""
83.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
