kir_top20_hisp_pooled_n
25450.0
2532.0
136.0
5741.0
25512.0
271.0
80.0
55.0
39.0
78.0
129.0
86.0
237.0
93.0
562.0
478.0
385.0
7398.0
75.0
184.0
491.0
397.0
262.0
70.0
557.0
404.0
86.0
1074.0
468.0
293.0
582.0
1296.0
933.0
110.0
626.0
429.0
361.0
166.0
1436.0
200.0
166.0
114.0
556.0
725.0
285.0
375.0
2557.0
125.0
1837.0
4001.0
9339.0
721.0
104544.0
4261.0
540.0
154.0
4339.0
32.0
174.0
436.0
678.0
150.0
75.0
161.0
250.0
76.0
121.0
169.0
236.0
192.0
55.0
195.0
377.0
51.0
226.0
102.0
216.0
326.0
""
347.0
""
21.0
81.0
122.0
44.0
40.0
74.0
42.0
51.0
137.0
""
""
""
""
""
20.0
222.0
""
""
""
""
""
""
""
""
""
28.0
38.0
43.0
45.0
41.0
""
441.0
64.0
""
""
""
""
54.0
150.0
113.0
59.0
466.0
569.0
27.0
58.0
""
178.0
86.0
26.0
""
""
""
60.0
39.0
34.0
21.0
""
""
38.0
""
481.0
146.0
106.0
348.0
87.0
207.0
317.0
224.0
1778.0
96.0
41.0
157.0
614.0
""
""
""
""
1017.0
1324.0
214.0
42.0
399.0
446.0
154.0
55.0
767.0
1406.0
72.0
1076.0
114.0
123.0
4335.0
492.0
118.0
""
20.0
33.0
287.0
7626.0
34.0
33.0
7131.0
842.0
110.0
21.0
20.0
""
43.0
99.0
""
72.0
228.0
710.0
127.0
881.0
""
242.0
7963.0
35726.0
80.0
""
1136.0
358.0
548.0
102.0
23.0
""
40.0
""
""
364.0
53.0
""
1001.0
1775.0
3861.0
465.0
284.0
158.0
664.0
548.0
534.0
8478.0
437.0
290.0
40.0
20.0
455.0
115.0
906.0
491.0
816.0
100.0
595.0
1293.0
505.0
2617.0
202.0
3938.0
169.0
170.0
503.0
64498.0
2335.0
265.0
2944.0
105.0
5492.0
344.0
4404.0
9813.0
2942.0
1745.0
6498.0
1039.0
168.0
163.0
""
3078.0
1824.0
390.0
81.0
1059.0
509.0
513.0
1263.0
5807.0
751.0
737.0
28261.0
727.0
85999.0
2205.0
1418.0
23.0
11813.0
2334.0
1144.0
948.0
1889.0
1388.0
18485.0
74138.0
30243.0
3275.0
8951.0
110982.0
3528.0
1976.0
655.0
4464.0
772.0
154.0
2113.0
3891.0
4644.0
2355.0
761.0
965.0
4153.0
216.0
331.0
1983.0
340.0
87.0
553.0
1029.0
916.0
5028.0
978.0
6501.0
30622.0
60985.0
1217.0
3998.0
1955.0
1386.0
1782.0
822.0
202.0
566.0
550.0
391.0
7642.0
191.0
921.0
598.0
473.0
""
2120.0
25.0
""
""
""
""
66.0
149.0
35.0
59.0
""
""
""
573.0
54.0
38.0
364.0
24.0
247.0
162.0
221.0
176.0
30.0
""
""
717.0
""
42.0
186.0
175.0
170.0
39.0
43.0
277.0
321.0
215.0
265.0
593.0
""
7463.0
371.0
1008.0
2767.0
6527.0
481.0
190.0
1546.0
29470.0
687.0
61862.0
1027.0
29323.0
2225.0
48.0
2695.0
2780.0
302.0
1888.0
1143.0
1281.0
1110.0
4430.0
1201.0
""
721.0
398.0
61.0
78.0
""
2513.0
12957.0
996.0
2411.0
50.0
43.0
262.0
180.0
83.0
757.0
1291.0
24.0
47.0
2149.0
771.0
1911.0
387.0
753.0
25254.0
26023.0
59917.0
6528.0
44787.0
60689.0
850.0
403.0
126.0
6251.0
7883.0
65535.0
26668.0
24.0
233.0
65706.0
19661.0
15164.0
494336.0
285.0
141.0
2047.0
1389.0
2143.0
360.0
999.0
10377.0
826.0
7501.0
281.0
6994.0
5696.0
135.0
""
835.0
""
""
25.0
969.0
283.0
18222.0
