grad_white_female_n
628.0
942.0
90.0
203.0
""
1022.0
708.0
93.0
72.0
39.0
60.0
283.0
156.0
131.0
83.0
43.0
31.0
108.0
""
694.0
446.0
367.0
479.0
382.0
365.0
330.0
551.0
2041.0
230.0
216.0
326.0
681.0
""
""
""
""
279.0
360.0
64.0
50.0
317.0
351.0
218.0
168.0
385.0
868.0
123.0
1243.0
238.0
276.0
3066.0
162.0
81.0
""
38.0
60.0
204.0
1775.0
21.0
""
400.0
45.0
50.0
35.0
""
62.0
97.0
40.0
27.0
89.0
259.0
241.0
50.0
207.0
""
104.0
1303.0
5454.0
107.0
""
142.0
211.0
318.0
173.0
41.0
32.0
111.0
69.0
79.0
226.0
143.0
137.0
535.0
1019.0
1671.0
365.0
227.0
277.0
210.0
580.0
368.0
4875.0
701.0
367.0
201.0
117.0
946.0
252.0
1464.0
456.0
979.0
238.0
396.0
916.0
322.0
974.0
268.0
2867.0
171.0
131.0
414.0
612.0
152.0
""
51.0
""
214.0
""
185.0
638.0
194.0
73.0
679.0
210.0
29.0
""
""
96.0
155.0
60.0
41.0
101.0
67.0
72.0
84.0
315.0
71.0
32.0
1896.0
105.0
2143.0
53.0
127.0
""
579.0
63.0
""
""
""
""
26.0
267.0
640.0
316.0
628.0
5892.0
898.0
319.0
205.0
221.0
38.0
""
44.0
45.0
""
120.0
58.0
83.0
499.0
25.0
42.0
449.0
75.0
""
51.0
167.0
150.0
559.0
225.0
646.0
3923.0
5630.0
509.0
891.0
654.0
537.0
512.0
165.0
30.0
393.0
199.0
271.0
3122.0
244.0
511.0
475.0
282.0
""
827.0
""
""
""
""
""
25.0
103.0
29.0
39.0
""
""
""
229.0
62.0
52.0
348.0
40.0
121.0
79.0
127.0
138.0
56.0
""
""
579.0
""
33.0
299.0
243.0
198.0
""
65.0
318.0
404.0
198.0
56.0
307.0
""
644.0
34.0
80.0
35.0
206.0
""
""
79.0
1059.0
""
5927.0
73.0
1612.0
583.0
30.0
348.0
604.0
66.0
140.0
95.0
385.0
180.0
1318.0
211.0
27.0
497.0
177.0
35.0
147.0
""
1784.0
5396.0
847.0
1178.0
41.0
27.0
86.0
169.0
76.0
396.0
445.0
24.0
22.0
585.0
273.0
662.0
108.0
433.0
1294.0
1074.0
1747.0
879.0
4378.0
2858.0
173.0
46.0
39.0
1002.0
1199.0
5370.0
2615.0
""
46.0
3689.0
247.0
1090.0
15010.0
315.0
193.0
196.0
269.0
1711.0
230.0
640.0
4511.0
201.0
2551.0
204.0
500.0
947.0
168.0
26.0
396.0
""
26.0
39.0
413.0
248.0
8414.0
