hours_wk_pooled_male_n
370.0
""
2796.0
121.0
330.0
122.0
470.0
34.0
26.0
153.0
2234.0
43.0
8336.0
119.0
2668.0
647.0
31.0
670.0
817.0
101.0
521.0
359.0
454.0
195.0
1543.0
264.0
20.0
503.0
247.0
33.0
154.0
""
1905.0
5966.0
914.0
1309.0
50.0
36.0
128.0
168.0
89.0
379.0
486.0
25.0
32.0
720.0
369.0
737.0
129.0
534.0
2251.0
2024.0
3939.0
1145.0
7055.0
6130.0
199.0
85.0
46.0
1341.0
1502.0
10677.0
4051.0
""
71.0
6825.0
819.0
1599.0
37782.0
331.0
206.0
243.0
286.0
1856.0
280.0
790.0
5244.0
204.0
2895.0
229.0
821.0
1124.0
187.0
22.0
495.0
""
29.0
39.0
490.0
299.0
10105.0
