kir_stycz_hisp_pooled_n
843.0
""
8874.0
1251.0
630.0
413.0
1003.0
784.0
12738.0
52688.0
21276.0
2252.0
6146.0
91249.0
2415.0
1290.0
388.0
2959.0
364.0
74.0
1144.0
2138.0
2619.0
1399.0
382.0
578.0
2649.0
117.0
154.0
1231.0
170.0
31.0
307.0
590.0
489.0
3552.0
607.0
3798.0
23315.0
47230.0
732.0
2680.0
1295.0
838.0
958.0
426.0
95.0
347.0
328.0
218.0
5623.0
94.0
571.0
357.0
259.0
""
1248.0
""
""
""
""
""
26.0
77.0
""
""
""
""
""
285.0
27.0
""
168.0
""
130.0
78.0
125.0
77.0
""
""
""
471.0
""
""
78.0
83.0
97.0
""
""
147.0
148.0
118.0
133.0
384.0
""
4569.0
227.0
639.0
1438.0
3858.0
221.0
87.0
800.0
22780.0
359.0
50513.0
568.0
22203.0
1380.0
25.0
1626.0
1575.0
152.0
943.0
697.0
812.0
567.0
3196.0
699.0
""
439.0
207.0
35.0
34.0
""
1572.0
9954.0
608.0
1529.0
24.0
""
131.0
102.0
34.0
405.0
584.0
""
22.0
1250.0
432.0
1168.0
202.0
378.0
18240.0
19544.0
45957.0
4352.0
33335.0
42407.0
464.0
203.0
59.0
4428.0
5605.0
47910.0
20260.0
""
126.0
49319.0
12768.0
10623.0
406691.0
144.0
46.0
1177.0
904.0
1327.0
155.0
572.0
7440.0
473.0
5197.0
156.0
4688.0
4003.0
48.0
""
494.0
""
""
""
631.0
144.0
13029.0
