grad_pooled_female_n
2952.0
234.0
781.0
1180.0
177.0
26.0
437.0
""
27.0
42.0
494.0
298.0
10842.0
