comcoll_asian_pooled_n
""
29.0
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
172.0
""
66.0
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
57.0
""
""
""
131.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
115.0
""
""
""
""
32.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
144.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
147.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
109.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
""
204.0
""
20.0
""
""
""
""
""
""
""
150.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
134.0
287.0
""
""
23.0
20.0
29.0
""
41.0
""
58.0
220.0
""
974.0
380.0
""
""
""
""
""
25.0
""
84.0
""
""
69.0
""
184.0
""
77.0
""
666.0
""
300.0
44.0
355.0
164.0
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
86.0
""
""
""
""
""
40.0
""
103.0
""
""
""
""
""
""
""
""
229.0
""
""
""
""
""
""
""
""
""
""
""
""
482.0
""
""
""
""
""
""
62.0
""
""
30.0
""
""
""
""
""
""
""
116.0
403.0
""
""
117.0
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
132.0
""
""
""
""
""
""
""
561.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
437.0
""
""
""
""
""
""
23.0
44.0
""
""
25.0
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
28.0
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
99.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
239.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
707.0
""
""
""
""
""
""
""
""
""
""
""
""
137.0
""
""
""
""
""
""
""
73.0
""
49.0
""
""
129.0
885.0
163.0
261.0
""
""
377.0
72.0
541.0
24.0
192.0
992.0
326.0
355.0
98.0
244.0
""
258.0
27.0
260.0
""
103.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
""
433.0
46.0
""
""
""
""
""
""
""
""
""
80.0
124.0
""
""
""
""
""
""
""
""
1815.0
""
""
""
196.0
""
969.0
1267.0
""
34.0
93.0
""
58.0
""
""
""
""
3604.0
""
327.0
220.0
""
24.0
33.0
""
""
""
""
498.0
""
""
""
27.0
""
""
""
427.0
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
51.0
""
""
""
""
""
""
""
52.0
""
""
""
""
""
44.0
""
32.0
""
21.0
""
""
""
""
116.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
236.0
""
""
""
""
""
""
26.0
37.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
181.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
263.0
""
""
22.0
""
""
""
233.0
""
""
""
42.0
""
123.0
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
24.0
71.0
""
""
""
""
""
""
""
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
96.0
""
""
""
""
""
25.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
71.0
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
190.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
104.0
""
""
""
""
""
""
20.0
90.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
53.0
""
396.0
""
""
""
""
""
""
""
258.0
""
""
""
177.0
""
""
""
75.0
""
""
178.0
""
""
""
""
21.0
120.0
""
""
""
""
""
57.0
54.0
183.0
""
30.0
""
""
""
""
""
""
""
""
""
34.0
108.0
""
""
72.0
34.0
""
""
""
""
""
380.0
""
51.0
""
""
563.0
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
64.0
""
24.0
""
130.0
""
""
""
""
""
""
""
""
34.0
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
49.0
""
43.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
124.0
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
140.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
53.0
223.0
""
""
""
""
65.0
26.0
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
319.0
""
""
""
""
""
""
""
""
""
""
""
""
""
895.0
""
""
""
204.0
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
513.0
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1658.0
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
573.0
24.0
""
""
""
""
""
208.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
225.0
""
""
""
""
""
""
46.0
""
""
""
33.0
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
143.0
""
""
""
""
""
""
""
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
1191.0
""
""
""
""
""
""
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
""
""
""
96.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
173.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
20.0
71.0
""
""
""
49.0
""
""
""
""
34.0
""
""
""
""
45.0
""
""
""
""
""
""
""
53.0
86.0
""
""
""
""
""
22.0
""
""
""
""
320.0
""
""
""
""
""
42.0
""
""
133.0
""
24.0
""
""
""
""
""
""
37.0
""
1594.0
127.0
""
""
""
""
""
""
""
""
370.0
""
22.0
""
395.0
73.0
""
96.0
""
""
31.0
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
115.0
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
21.0
63.0
""
""
""
250.0
""
""
""
63.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
55.0
""
""
""
""
""
""
""
65.0
""
""
45.0
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
