lpov_nbh_hisp_pooled_n
""
60.0
39.0
33.0
21.0
""
""
38.0
""
473.0
143.0
105.0
335.0
86.0
204.0
309.0
223.0
1742.0
93.0
41.0
149.0
611.0
""
""
""
""
1002.0
1315.0
213.0
40.0
379.0
435.0
154.0
55.0
752.0
1373.0
68.0
1064.0
113.0
121.0
4271.0
487.0
118.0
""
20.0
33.0
284.0
7565.0
34.0
32.0
7071.0
837.0
109.0
21.0
20.0
""
42.0
97.0
""
72.0
223.0
695.0
124.0
857.0
""
242.0
7848.0
35330.0
79.0
""
1109.0
354.0
542.0
102.0
23.0
""
40.0
""
""
358.0
53.0
""
995.0
1764.0
3819.0
460.0
280.0
156.0
651.0
539.0
531.0
8401.0
437.0
288.0
39.0
20.0
450.0
114.0
896.0
480.0
804.0
99.0
568.0
1259.0
495.0
2544.0
202.0
3892.0
166.0
168.0
500.0
63522.0
2315.0
257.0
2881.0
104.0
5404.0
337.0
4352.0
9704.0
2913.0
1719.0
6418.0
1028.0
167.0
160.0
""
3042.0
1796.0
387.0
80.0
1028.0
505.0
511.0
1240.0
5744.0
738.0
719.0
27857.0
715.0
85081.0
2180.0
1393.0
22.0
11700.0
2312.0
1131.0
928.0
1873.0
1369.0
18074.0
72923.0
29952.0
3218.0
8860.0
109194.0
3484.0
1942.0
635.0
4420.0
758.0
148.0
2077.0
3838.0
4555.0
2329.0
754.0
955.0
4110.0
210.0
326.0
1959.0
333.0
87.0
538.0
1012.0
892.0
4930.0
955.0
6422.0
30149.0
59712.0
1196.0
3886.0
1913.0
1333.0
1766.0
808.0
200.0
553.0
537.0
384.0
7515.0
190.0
903.0
588.0
460.0
""
2105.0
25.0
""
""
""
""
66.0
149.0
35.0
59.0
""
""
""
571.0
53.0
38.0
358.0
24.0
245.0
160.0
219.0
174.0
30.0
""
""
712.0
""
41.0
184.0
175.0
168.0
37.0
43.0
273.0
321.0
215.0
264.0
590.0
""
7406.0
366.0
993.0
2724.0
6405.0
475.0
190.0
1525.0
29196.0
676.0
60857.0
1013.0
28892.0
2198.0
47.0
2662.0
2742.0
300.0
1861.0
1117.0
1257.0
1081.0
4373.0
1186.0
""
711.0
396.0
61.0
78.0
""
2491.0
12837.0
982.0
2375.0
49.0
42.0
257.0
176.0
83.0
753.0
1277.0
24.0
46.0
2115.0
755.0
1877.0
384.0
743.0
24782.0
25554.0
58512.0
6388.0
44117.0
59656.0
838.0
397.0
126.0
6154.0
7737.0
64683.0
26306.0
23.0
231.0
64403.0
18947.0
14944.0
486782.0
282.0
139.0
2012.0
1362.0
2126.0
342.0
986.0
10214.0
805.0
7382.0
274.0
6869.0
5590.0
133.0
""
822.0
""
""
25.0
951.0
279.0
18010.0
